Species	Change	Locus_tag	COG_categories	COG_numbers	KO_numbers	COG_annotations
R. intestinalis	DOWN	ROSINTL182_RS18240	[F] Nucleotide transport and metabolism	COG1781	KO:K00610	Aspartate carbamoyltransferase, regulatory subunit
R. intestinalis	UP	ROSINTL182_RS18255				
R. intestinalis	UP	ROSINTL182_RS18260				
R. intestinalis	DOWN	ROSINTL182_RS18380				
R. intestinalis	DOWN	ROSINTL182_RS18385				
R. intestinalis	DOWN	ROSINTL182_RS18390				
R. intestinalis	DOWN	ROSINTL182_RS18395				
R. intestinalis	DOWN	ROSINTL182_RS18400				
R. intestinalis	DOWN	ROSINTL182_RS18405				
R. intestinalis	DOWN	ROSINTL182_RS18410				
R. intestinalis	DOWN	ROSINTL182_RS18415				
R. intestinalis	DOWN	ROSINTL182_RS18420				
R. intestinalis	DOWN	ROSINTL182_RS18430				
R. intestinalis	UP	ROSINTL182_RS18520				
R. intestinalis	DOWN	ROSINTL182_RS18705				
R. intestinalis	DOWN	ROSINTL182_RS18750				
R. intestinalis	UP	ROSINTL182_RS18880				
R. intestinalis	DOWN	ROSINTL182_RS19000				
R. intestinalis	DOWN	ROSINTL182_RS19005				
R. intestinalis	DOWN	ROSINTL182_RS19010				
R. intestinalis	DOWN	ROSINTL182_RS19015				
R. intestinalis	DOWN	ROSINTL182_RS19020				
R. intestinalis	DOWN	ROSINTL182_RS19025				
R. intestinalis	DOWN	ROSINTL182_RS19030				
R. intestinalis	DOWN	ROSINTL182_RS19035			KO:K07813	
R. intestinalis	UP	ROSINTL182_RS19100	[M] Cell wall/membrane/envelope biogenesis	COG0787	KO:K01775	Alanine racemase
R. intestinalis	UP	ROSINTL182_RS19105	[F] Nucleotide transport and metabolism	COG0063	KO:K17759	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain
R. intestinalis	UP	ROSINTL182_RS19125	[C] Energy production and conversion	COG0538	KO:K00031	Isocitrate dehydrogenase
R. intestinalis	UP	ROSINTL182_RS19130	[K] Transcription	COG1802		DNA-binding transcriptional regulator, GntR family
R. intestinalis	DOWN	ROSINTL182_RS19165	[J] Translation, ribosomal structure and biogenesis	COG0480	KO:K02355	Translation elongation factor EF-G, a GTPase
R. intestinalis	UP	ROSINTL182_RS19335				
R. intestinalis	UP	ROSINTL182_RS19495				
R. intestinalis	UP	ROSINTL182_RS19520				
R. intestinalis	DOWN	ROSINTL182_RS19600				
R. intestinalis	UP	ROSINTL182_RS20215	[V] Defense mechanisms	COG1680		CubicO group peptidase, beta-lactamase class C family
R. intestinalis	DOWN	ROSINTL182_RS20230	[G] Carbohydrate transport and metabolism	COG3507	KO:K01198	Beta-xylosidase
R. intestinalis	UP	ROSINTL182_RS20300				
R. intestinalis	UP	ROSINTL182_RS20305				
R. intestinalis	UP	ROSINTL182_RS20355				
R. intestinalis	UP	ROSINTL182_RS20360				
R. intestinalis	UP	ROSINTL182_RS20365	[O] Posttranslational modification, protein turnover, chaperones	COG0526		Thiol-disulfide isomerase or thioredoxin
R. intestinalis	DOWN	ROSINTL182_RS20520				
R. intestinalis	UP	ROSINTL182_RS20565				
R. intestinalis	UP	ROSINTL182_RS20740				
R. intestinalis	DOWN	ROSINTL182_RS21285				
R. intestinalis	DOWN	ROSINTL182_RS21315				
R. intestinalis	DOWN	ROSINTL182_RS21445				
R. intestinalis	UP	ROSINTL182_RS21510				
R. intestinalis	DOWN	ROSINTL182_RS21660	[M] Cell wall/membrane/envelope biogenesis	COG0438		Glycosyltransferase involved in cell wall bisynthesis
R. intestinalis	UP	ROSINTL182_RS21940				
R. intestinalis	UP	ROSINTL182_RS22080				
R. intestinalis	UP	ROSINTL182_RS22285				
